Filename,Sentences +2/-2
114127920_1.txt,When the chocolate is hardened in the desired shape it is automatically removed from the molds and transferred to another part of the sixty foot long machine..What the machine does in effect in making use of various advances in automation is to store up instructions on how to make decorate and package the bunny rabbit the Thanksgiving turkey and similar candy products then all it needs is the chocolate power and a push on a button.Reproduced with permission of the copyright owner.Further reproduction prohibited without permission.
113645824_1.txt,I.0. conference on the outlook for cutting down the work week.Mr. Meany said labor can t wait until we have bad consequences such as widespread unemployment from automation.He said he was not predicting such consequences but .automation could turn out to be a curse to civilization rather than a blessing. If it is true that automation is going to displace human labor substantially he said then working hours must be shortened to spread the work around and maintain the purchasing power of workers.
114678922_1.txt,no work stand.1 Automation appears to be the most significant part of the ne gotiations.The use of automatic cargo handling gear should mean increased produc tivity and fewer job opportuni 1 ties.How to indemnify work ers who lose out through auto l mation.without raising port 1 wide wage scales is the prime problem of the talks.
113194469_1.txt,But it could be arranged. 1 Secretary Dulles fed into the machine as a solid block might be multiplied so that he could attend several international conferences simultaneously without the effort it requires of him to do that now. Perhaps the best use to which automation could be put in the State Department would be to turn out ambassadors.If these particularly the noncareer ones were tooled so they could never speak or act except on the impulse of sonic rays given off by the Secretary himself American diplomacy might attain a concord which no individual campaign contribution could disturb.It should neVer be forgotten that people also laughed at Columbus and Henry Ford.
113347883_1.txt,And he added we re not overlooking the New York subways. 1 The New Haven Railroad has no present plans for installing such equipment.Safety considerations limit the use of remote control operation to trackage protected by automatic signals which halt a train if danger lies ahead.In yesterday s trip a red signal set at the terminal point in Rye brought the car to a jarring stop the brakes applied through an impulse from the tracks.Reproduced with permission of the copyright owner.
113893435_1.txt,Times News 8 05 WQXR Symphony Hall 8 15 WCBS Johnny Dollar 8 25 WABC News 8 30 WRCA Stars WOR Public WABC High Premiere WCBS F. B.1.In Peace and War WNYC The Effect of Automation on Society and the Individual 8 55 WABC News Reports 9 00 WRCA Groucho Marx .WOR News Reports WABC Sound Mirror WCBS News Jack Carson WQXR N. Y.Times News 9 05 WOR Special Edition WQXR Orchestra Capitals of the World 9 15 WOR Success Story 9 25 WABC News Reports 9 30 WRCA X Minus One WOR Family Theatre .
114796975_1.txt,Types of Shots After adjusting the built in meter for the exposure index of the film in use A. S. A.10 to 250 and focusing for any one of three click stop positions for portraits 5 to 7.6 feet groups 7.6 to 15 feet and landscapes or distant views 15 feet to infinity only three steps are involved in taking pictures 1 Swing the film transport lever at the rear of the camera 2 Pointing the camera toward the subject depress the exposure setting lever and while continuing to hold it down 3 Press the shutter release button at the top to take the picture.This is the auto mechanical sequence light striking the photocell activates the meter needle which by means of a multi notched cam moves a pin the stronger the light the longer the movement and the smaller the automatic lens opening .The pin drops into a notch in the lens diaphragm adjustment ring.When the exposuresetting lever is depressed a con necting arm mechanically closes down the aperture leaves and tensions the shutter in accordance with the meter controlled action.
114196047_1.txt,12 30 1 The Open Mind The Meaning of Freedom America 1957. Dr. George N. Shuster president of Hunter College Norman Cousins editor guests 4 .12 30 1 Between the Lines In Defense of Freedom. Robert Voegler Representative Frank L. Becker from New York 5 .1 30 2 Report from Rutgers Automation and People BQernard Goldstein assistant professor of sociology Alexander Treskov industrial consultant guests 13 .1 55 Baseball Brooklyn Dodgers vs. Philadelphia Phillies 9 .1 55 Baseball New York Giants vs. Pittsburgh Pirates double header 11 .
114394333_1.txt,13 LEAVE FOR RUSSIA Engineers Will Study Soviet Automation Factories A team of thirteen engineers left by air yesterday for Moscow for an eighteen day tour of Russian factories.They will study automatic control devices and research institutes where they are developed.Thee ngineers were invited by the Soviet Academy of Sciences and the Government Learned Technical Committee which represents twelve Russian engineering societies.The trip parto f the technical exchange agreed upon by the two Governments is being sponsored by the American Automatic Control Council and the American Society of Mechanical Engineers.
113919480_1.txt,Ithaca Corneil University Press. 14.75 the set.AUTOMATION IN BUSINESS AND INDUSTRY.Edited by Eugene M. Grabbe.611 pp.
113540827_1.txt,Mr. Wolfson said the ten story structure would be erected at an estimated cost of. 15 000 000 with the larger building costing 21 000 000.He described the horizontal method of planning as an emphasis on the latest advances in office automation procedures and equipment as well as a modular bay arrangement that will make possible the grouping of clerical administrative and executive personnel.Glass for the Facade The facade will use a combination of glass and metal on the main Church Street exterior white glazed brick spandrels on the side streets and marble corner columns.Extensive use of stainless steel and marble is planned in the lobby and other interior sections also with Venetian terrazzo floor and mural panels recessed fluorescent lighting and electronically controlled high speed passenger elevators.
114113265_1.txt,Industrial applications range from cigarette packaging to steelmaking and are Continued on Page 867 BIRTHPLACE A new age began with the lighting of an atomic fire on Dec. 2.1942 in this atomic pile m a Chicago squash court. Continued from Page 84 vital to many forms of automation.Use of the radioisotopes is already yielding a total of 400 000 000 a year in savings to American industry alone and Prof. Willard F. Libby nuclear scientist member of the A. E. C. predicted recently that by 1960 these savings to industry and agriculture will attain 5 000 000 000 a year. A A ABOVE all our knowledge and experience are growing daily.Great progress may be expected within the next five to ten years not only in the more efficient utilization of the fission process harnessed in the burning of the heavy elements uranium and plutonium but also in the search for means to bring under control the much more powerful hydrogen fusion process now employed in the uncontrolled release of explosive power In the hydrogen bomb.
113807294_1.txt,The forecast for.1965 is 1 100 000.To improve the capacity flexibility and efficency of the present control system planners in Government and industry are turning to more automatic equipment improved radar better high intensity runway lights and a speedier communications network.Some features of S. A. G. E. semi automatic ground environment the air defense radar system might well be adopted.Moreover C. A.
114851217_1.txt,Professor Shapiro termed versatility and adaptability the prime requirements of the future engineer.2 500 Persons Expected An oil company executive and a coal industry leader also addressed groups at the engineering convention which is expected to attract 2 500 persons for technical sessions and discussions.Clarence H. Thayer a vice president of Sim Oil Company of Philadelphia outlined benefits to be achieved in the oil industry through automation.He listed them as wider use of remote control in refineries further reduction of shut down time for repairs and a more compact lay out of plants.A. R. Matthews president of Consolidated Coal Company of Pittsburgh predicted that coal would continue to play a key role despite competition from oil and gas.
115204756_1.txt,2 FUNDS PLAN TO MERGE Axe Science to Acquire the Assets of Missiles Jets Two growth type mutual funds announced yesterday plans to merge.They are the Axe Science Electronics Corporation and Missiles Jets Automation Fund Under an agreement expected to be completed this month Axe Science Electronics will acquire the 4 550 000 assets of the Missiles Jets Fund through an exchange of shares.On July 1 the combined assets of the funds were 18 764 000.Axe Securities Corporation will act as general distributor of the shares of the combined funds.
114936470_1.txt,.2.Automation and Advancing Technology.The long run benefit of technological improvements is the creation of more jobs higher earnings and a better standard of living for all our people.Transition dislocations resulting from advancing technology must be minimized to prevent human suffering.
114471015_1.txt,4 Day Week toy 6B Foi eca t I ROCHESTER N. Y. May 26 1 23 Edward T. Dickinson State I Commerce Commissioner said today that automation would mean a four day week within I the next ten years.He spoke to the thirty first annual meeting of the Union Label and Service Trades Department of the State of New York.Reproduced with permission of the copyright owner.
114487120_1.txt,R.C.4. ice President Named for Automation Election of David A. Thomas as vice president and general manager of the Radio Corporation of America s industrial and automation division was announced yesterday.The new division is concerned with the development and production of automation equipment for varied industrial uses including newspaper production.Mr. Thomas at one time was chairman of the Aircraft Industries Association of Canada.
113580802_1.txt,5 30 9 Fulbright Artists Recital Lizabeth Pritchett soprano Vera Franceschi pianist WNYC .5 45 9 How Integration is Working in Washington Dr. Margaret Just Butcher James Booker Walter L. Kirschenbaum WEVD .9 9 55 Cooper Union Forum 2000 A. D. Pushbuttons and Automation John Diebold WNYC .9 9 30 Who Should Go to College Dr.Abra ham Sperling Mrs. Lee R. Steinar panel of high school students WEVD .
113363685_1.txt,303 pp Macmillan Company New York. 5.toward decentralization and what he fdtels to be the gain over the so called automatic correctives of Adam Smith s theory 1 A man can vote not only for or against a brand of hreakfast food but for dr against its manufacturer s public behavior.The fact that a corporation can fail if it is not of value to the general public a fact of which most managers are now conscious represents a great gain over the automatic and impersonal economic forces of the nineteenth century. N Other Business Books THE CHALLENGE OF AUTOMATION Facers of the National Conference on Automation.77 pp.
114806440_1.txt,.6.We need to face more realistically the problems that came with automation.They lie at the heart of growing labor management tensions and their resolution is of importance not only to labormanagement but to the future strength and competitive position of our nation.To help develop an agreed upon framework of objectives and relationships needed to deal with them I recommend that there be established at the nationial level a consultative body with representatives from labor management the public and the Secretaries of Labor Commerce and Treasury.
115201177_1.txt,I . 7 Soviet Automation Talks Open MOSCOW June 27 AP A thousand automation exjKrts met at Moscow University today in a congress of the International Federation of Automatic Control.A 137 ihember United States delegation is here for the week long meeting to be followed by visits to Soviet plants where automatic controls have been installed.Reproduced with permission of the copyright owner.Further reproduction prohibited without permission.
114929174_1.txt,I think we just better wait to see what comes out in these documents.77 JOHN HERLING of Ed X J itors Syndicate Mr. President in view of the continuing high level of unemployment despite our strong industrial comeback what obligations sir executive and legislative do you believe fall upon the Federal Government to cope with such unemployment which is of course very acute in some areas at the present time.A. Well you are talking I suppose about the effects of increased mechanization and automation.I had a Governor come in to see me the other day.He stated this he told a number of coal miners that were now laid off from the peak level of employment and he was told that with methods now used you could get back to peak production with the employment in his state only of an additional 2 000 people.
113893435_1.txt,8 30 9 Stars in Action Les Elgart Orchestra with Joni James WRCA .8 30 8 55 High Moment Drama series of community service Premiere WABC .8 30 9 30 The Effect of Automation on Society and the Individual C. R. DeCarlo Harold F. Clark Rollo May John Foley discussion at annual meeting of N. Y.State Psychological Association New York University WNYC .18 30 Hockey Rangers vs. Boston WINS .
115076204_1.txt,Among the conveniences in corjorated in the new model are the enclosed film spool holders no knobs and filters coupled to the automatic exposure control mechanism.A 14.95 Rolleiflash M unit that attaches to a shoe on the new Rollei eliminates the use of a cord for on the camera flash.Franke Heidecke scored a first in the slide projector field with its combination Automatic Universal Rollei Projector for projecting either 2 x2 35mm or super slides intermixed if desired.This 229.95 machine will be obtainable in the United States about January.The unit has two magazine channels one feeding slides from the left the other from the right.
113294935_1.txt,More than 3 800 persons are employed at the plant which occupies a Ill acre site and encompasses 1 334 000 square feet of manufacturing floor space.A 215 000 square foot addition now under construction will be completed next year.Latest Techniques in Use The stamping plant described as one of the most up to date in the automotive industry utilizes the latest techniques of automation the automatic control of machines and communications elaborate material handling devices and modern quality control methods.Engine plant No.2 Ford s newest and most modern operation here is in Brookpart Village on a 147 acre tract of land where engine plant No.
113349284_1.txt,He is all for it.A brisk dark haired Navy veteran with the build and energy of a football quarterback he spent fifteen years with General Motors before he came to Ford in 1951.He has been in charge of production on the automated line since it was installed three years ago.He feels that the new equipment has relieved the plant s 7 900 workers of the tasks no one ever liked to do.Jobs once shunned because they entailed back breaking toil now are prized for their ease of accomplishment.
113882367_1.txt,It auto jinatically controls heat humidity iand ventilation and rotates the eggs at intervals all the while keeping a written record of its operations.A Buckeye customer in the broiler belt centering on Gainesville Ga. has 130 of these machines. This trend toward automation has been accompanied by a steady rise in farm cash income from poultry products from less than 1 000.000 000 in 1930 to almost 4 000 000 000 last year i Americans it seems are eating more chicken turkey and i I i Continued on Page 37.Column 6 Reproduced with permission of the copyright owner.Further reproduction prohibited without permission.
113831820_1.txt,Automation Friend or Foe a commentary by R. H. Macmillan has been scheduled for July 15 publication by Cambridge University Press.The author explains what the man in the street needs to know about automation illustrating its principles with simple examples.He suggests that automatic production need not result in unemployment.but should lead to an upgrading of skills with economic advantages for all.
114825254_1.txt,Up to then Benjamin Abrams had been famous throughout the radio and television industry as a no holds barred merchandiser.A competitor once remarked Ben knows every trick in the merchandising book.In fact he could write a few new books on merchandising himself. Automation took a firm hold in Emerison plants in 1957.Printed circuits first used by the company in 1956 for radio production were used exclusively in television output during the year.Printed Circuits Cut Costs Mr. Abrams estimated that universal application of printed circuits cut factory overhead 15 per cent.
114745742_1.txt,As a result crude oil production for the first half of 1959 averaged 7 150 000 barrels a day compared with about a day in the first half of 1958.A factor in the rise in earnings was that the greater volume of oil products sold and the larger amount of crude oil produced over a year earlier were accomplished without any great increase in operating costs.In the past few years the oil industry has placed much stress on automation.In that period too vast sums have been spent in larger facilities to get greater productivity from each employe.The result has been that the industry was able to take care of the increased demand for its products with fewer personnel than a year earlier.
113618386_1.txt,The only sour note at the opening was traced to the now ended dock strike.A few of the 300 exhibitors are forced to hold shop in emtpy booths their exhibits still on the piers.AUTOMATION SHOW OPENS About 55 000 000 worth of equipment designed to speed of fice and factory automation went on display yesterday at the Continued on Page 54 Column 4 Reproduced with permission of the copyright owner.Further reproduction prohibited without permission. POWER SHOW HERE Continued From Page 49 opening of the third International Automation Exposition in the New York Trade Show Building 500 Eighth Avenue.
114513985_1.txt,Features of the 4 pound streamlined metallic green projector which measures 5 inches high 11 2 inches long and 7 2 inches wide include built in automatic push pull slide changing a thirty slide index magazine and jet flow cooling.A four unit accessory slide tray carrying pack is 3.98.FREE LITERATURE Register Photographically is the title of a thirty two page booklet on photographic automation with the motor driven Robot 35mm camera which may be obtained free from Robot dealers.An instruction manual on close up photography including macrophotography photomicrography and microphotography is available without charge from Standard Camera Corp. 319 Fifth Avenue.EXA FLASH OUTFIT The low cost Exa 35mm single lens reflex camera is now offered by Exakta Camera Company 705 Bronx River Road Bronxville 8 in a kit designed for flash photography.
113268793_1.txt,In view of the large free credit balances held for customers account it is highly unlikely that the stiffer requirements will result in any noticeable drop in the physical volume of trading.A good summation of Wall Street views on the future occurs in a booklet issued last week by E. F. Hutton Co. members of the Stock Exchange. While the outlook for 1955 is encouraging it said the improvement that may be .witnessed appears to be minor in relation to the strong long term outlook. A. Charles Schwartz of Bache Co. expressed a similar opinion and added We are like kittens just getting our eyes open to the possibilities of automation atomic energy and electronic development. Price Profit Ratio Rise Seen H. L. Federman of Ira Haupt Co. members of the exchange j said that the outlook of peaceful world development for the years immediately ahead had caused investors to make a revaluation of earning power. Higher multiples of earnings will be used to determine market prices he feels.Another broker one whose firm does not allow public forecasts by its partners said that some of the recent favorites among the growth stocks might.have discounted possible future gains too heavily. For institutions he said it may be all right to discount the growth to 1959 but few individuals care to look that far ahead.
